
---------- Begin Simulation Statistics ----------
simSeconds                                   0.000286                       # Number of seconds simulated (Second)
simTicks                                    285510000                       # Number of ticks simulated (Tick)
finalTick                                   285510000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                      1.21                       # Real time elapsed on the host (Second)
hostTickRate                                235823501                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     833812                       # Number of bytes of host memory used (Byte)
simInsts                                       151986                       # Number of instructions simulated (Count)
simOps                                         296655                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   125518                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     244991                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                           285511                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.878535                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.532330                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                          344244                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1473                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                         331696                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                    405                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined                49048                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined             76153                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                 444                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples              204583                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.621327                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.255641                       # Number of insts issued each cycle (Count)
system.l3bus.transDist::ReadResp                 1466                       # Transaction distribution (Count)
system.l3bus.transDist::ReadExReq                 377                       # Transaction distribution (Count)
system.l3bus.transDist::ReadExResp                377                       # Transaction distribution (Count)
system.l3bus.transDist::ReadSharedReq            1467                       # Transaction distribution (Count)
system.l3bus.pktCount_system.l2cache.mem_side_port::system.l3cache.cpu_side_port         3687                       # Packet count per connected requestor and responder (Count)
system.l3bus.pktSize_system.l2cache.mem_side_port::system.l3cache.cpu_side_port       117952                       # Cumulative packet size per connected requestor and responder (Byte)
system.l3bus.snoops                                 0                       # Total snoops (Count)
system.l3bus.snoopTraffic                           0                       # Total snoop traffic (Byte)
system.l3bus.snoopFanout::samples                1844                       # Request fanout histogram (Count)
system.l3bus.snoopFanout::mean                      0                       # Request fanout histogram (Count)
system.l3bus.snoopFanout::stdev                     0                       # Request fanout histogram (Count)
system.l3bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l3bus.snoopFanout::0                      1844    100.00%    100.00% # Request fanout histogram (Count)
system.l3bus.snoopFanout::1                         0      0.00%    100.00% # Request fanout histogram (Count)
system.l3bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l3bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l3bus.snoopFanout::max_value                 0                       # Request fanout histogram (Count)
system.l3bus.snoopFanout::total                  1844                       # Request fanout histogram (Count)
system.l3bus.power_state.pwrStateResidencyTicks::UNDEFINED    285510000                       # Cumulative time (in ticks) in various power states (Tick)
system.l3bus.reqLayer0.occupancy              1844000                       # Layer occupancy (ticks) (Tick)
system.l3bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
system.l3bus.respLayer0.occupancy             5529000                       # Layer occupancy (ticks) (Tick)
system.l3bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l3bus.snoop_filter.totRequests            1844                       # Total number of requests made to the snoop filter. (Count)
system.l3bus.snoop_filter.hitSingleRequests            0                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l3bus.snoop_filter.hitMultiRequests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l3bus.snoop_filter.totSnoops                 0                       # Total number of snoops made to the snoop filter. (Count)
system.l3bus.snoop_filter.hitSingleSnoops            0                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l3bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l3cache.demandMisses::cpu.inst            1208                       # number of demand (read+write) misses (Count)
system.l3cache.demandMisses::cpu.data             636                       # number of demand (read+write) misses (Count)
system.l3cache.demandMisses::total               1844                       # number of demand (read+write) misses (Count)
system.l3cache.overallMisses::cpu.inst           1208                       # number of overall misses (Count)
system.l3cache.overallMisses::cpu.data            636                       # number of overall misses (Count)
system.l3cache.overallMisses::total              1844                       # number of overall misses (Count)
system.l3cache.demandMissLatency::cpu.inst    119804000                       # number of demand (read+write) miss ticks (Tick)
system.l3cache.demandMissLatency::cpu.data     64000000                       # number of demand (read+write) miss ticks (Tick)
system.l3cache.demandMissLatency::total     183804000                       # number of demand (read+write) miss ticks (Tick)
system.l3cache.overallMissLatency::cpu.inst    119804000                       # number of overall miss ticks (Tick)
system.l3cache.overallMissLatency::cpu.data     64000000                       # number of overall miss ticks (Tick)
system.l3cache.overallMissLatency::total    183804000                       # number of overall miss ticks (Tick)
system.l3cache.demandAccesses::cpu.inst          1208                       # number of demand (read+write) accesses (Count)
system.l3cache.demandAccesses::cpu.data           636                       # number of demand (read+write) accesses (Count)
system.l3cache.demandAccesses::total             1844                       # number of demand (read+write) accesses (Count)
system.l3cache.overallAccesses::cpu.inst         1208                       # number of overall (read+write) accesses (Count)
system.l3cache.overallAccesses::cpu.data          636                       # number of overall (read+write) accesses (Count)
system.l3cache.overallAccesses::total            1844                       # number of overall (read+write) accesses (Count)
system.l3cache.demandMissRate::cpu.inst             1                       # miss rate for demand accesses (Ratio)
system.l3cache.demandMissRate::cpu.data             1                       # miss rate for demand accesses (Ratio)
system.l3cache.demandMissRate::total                1                       # miss rate for demand accesses (Ratio)
system.l3cache.overallMissRate::cpu.inst            1                       # miss rate for overall accesses (Ratio)
system.l3cache.overallMissRate::cpu.data            1                       # miss rate for overall accesses (Ratio)
system.l3cache.overallMissRate::total               1                       # miss rate for overall accesses (Ratio)
system.l3cache.demandAvgMissLatency::cpu.inst 99175.496689                       # average overall miss latency in ticks ((Tick/Count))
system.l3cache.demandAvgMissLatency::cpu.data 100628.930818                       # average overall miss latency in ticks ((Tick/Count))
system.l3cache.demandAvgMissLatency::total 99676.789588                       # average overall miss latency in ticks ((Tick/Count))
system.l3cache.overallAvgMissLatency::cpu.inst 99175.496689                       # average overall miss latency ((Tick/Count))
system.l3cache.overallAvgMissLatency::cpu.data 100628.930818                       # average overall miss latency ((Tick/Count))
system.l3cache.overallAvgMissLatency::total 99676.789588                       # average overall miss latency ((Tick/Count))
system.l3cache.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.l3cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.l3cache.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.l3cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.l3cache.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l3cache.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l3cache.demandMshrMisses::cpu.inst         1208                       # number of demand (read+write) MSHR misses (Count)
system.l3cache.demandMshrMisses::cpu.data          636                       # number of demand (read+write) MSHR misses (Count)
system.l3cache.demandMshrMisses::total           1844                       # number of demand (read+write) MSHR misses (Count)
system.l3cache.overallMshrMisses::cpu.inst         1208                       # number of overall MSHR misses (Count)
system.l3cache.overallMshrMisses::cpu.data          636                       # number of overall MSHR misses (Count)
system.l3cache.overallMshrMisses::total          1844                       # number of overall MSHR misses (Count)
