
---------- Begin Simulation Statistics ----------
simSeconds                                  14.768883                       # Number of seconds simulated (Second)
simTicks                                 14768882797000                       # Number of ticks simulated (Tick)
finalTick                                14768882797000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                  60634.13                       # Real time elapsed on the host (Second)
hostTickRate                                243573743                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    1115148                       # Number of bytes of host memory used (Byte)
simInsts                                   8988253217                       # Number of instructions simulated (Count)
simOps                                    17160553451                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   148238                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     283018                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                      14768881998                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               1.643131                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               0.608594                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                     19614157081                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                  3353250                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                    19766119319                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued               42421512                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined           2456956840                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined        4476932584                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved             2241323                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples         14336057575                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               1.378770                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.058504                       # Number of insts issued each cycle (Count)
system.l3bus.transDist::ReadSharedReq       108848507                       # Transaction distribution (Count)
system.l3bus.pktCount_system.l2cache.mem_side_port::system.l3cache.cpu_side_port    363295411                       # Packet count per connected requestor and responder (Count)
system.l3bus.pktSize_system.l2cache.mem_side_port::system.l3cache.cpu_side_port   9182723904                       # Cumulative packet size per connected requestor and responder (Byte)
system.l3bus.snoops                          30755789                       # Total snoops (Count)
system.l3bus.snoopTraffic                   450144384                       # Total snoop traffic (Byte)
system.l3bus.snoopFanout::samples           147794900                       # Request fanout histogram (Count)
system.l3bus.snoopFanout::mean               0.010900                       # Request fanout histogram (Count)
system.l3bus.snoopFanout::stdev              0.103834                       # Request fanout histogram (Count)
system.l3bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l3bus.snoopFanout::0                 146183888     98.91%     98.91% # Request fanout histogram (Count)
system.l3bus.snoopFanout::1                   1611012      1.09%    100.00% # Request fanout histogram (Count)
system.l3bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l3bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l3bus.snoopFanout::max_value                 1                       # Request fanout histogram (Count)
system.l3bus.snoopFanout::total             147794900                       # Request fanout histogram (Count)
system.l3bus.power_state.pwrStateResidencyTicks::UNDEFINED 14768882797000                       # Cumulative time (in ticks) in various power states (Tick)
system.l3bus.reqLayer0.occupancy         299319975000                       # Layer occupancy (ticks) (Tick)
system.l3bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
system.l3bus.respLayer0.occupancy        350930350000                       # Layer occupancy (ticks) (Tick)
system.l3bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l3bus.snoop_filter.totRequests       246256301                       # Total number of requests made to the snoop filter. (Count)
system.l3bus.snoop_filter.hitSingleRequests    129314679                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l3bus.snoop_filter.hitMultiRequests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l3bus.snoop_filter.totSnoops           1611012                       # Total number of snoops made to the snoop filter. (Count)
system.l3bus.snoop_filter.hitSingleSnoops      1611012                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l3bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l3cache.demandHits::cpu.inst            497190                       # number of demand (read+write) hits (Count)
system.l3cache.demandHits::cpu.data          86502753                       # number of demand (read+write) hits (Count)
system.l3cache.demandHits::total             86999943                       # number of demand (read+write) hits (Count)
system.l3cache.overallHits::cpu.inst           497190                       # number of overall hits (Count)
system.l3cache.overallHits::cpu.data         86502753                       # number of overall hits (Count)
system.l3cache.overallHits::total            86999943                       # number of overall hits (Count)
system.l3cache.demandMisses::cpu.inst           35868                       # number of demand (read+write) misses (Count)
system.l3cache.demandMisses::cpu.data        29906110                       # number of demand (read+write) misses (Count)
system.l3cache.demandMisses::total           29941978                       # number of demand (read+write) misses (Count)
system.l3cache.overallMisses::cpu.inst          35868                       # number of overall misses (Count)
system.l3cache.overallMisses::cpu.data       29906110                       # number of overall misses (Count)
system.l3cache.overallMisses::total          29941978                       # number of overall misses (Count)
system.l3cache.demandMissLatency::cpu.inst   4312121000                       # number of demand (read+write) miss ticks (Tick)
system.l3cache.demandMissLatency::cpu.data 3424809856000                       # number of demand (read+write) miss ticks (Tick)
system.l3cache.demandMissLatency::total  3429121977000                       # number of demand (read+write) miss ticks (Tick)
system.l3cache.overallMissLatency::cpu.inst   4312121000                       # number of overall miss ticks (Tick)
system.l3cache.overallMissLatency::cpu.data 3424809856000                       # number of overall miss ticks (Tick)
system.l3cache.overallMissLatency::total 3429121977000                       # number of overall miss ticks (Tick)
system.l3cache.demandAccesses::cpu.inst        537758                       # number of demand (read+write) accesses (Count)
system.l3cache.demandAccesses::cpu.data     116407863                       # number of demand (read+write) accesses (Count)
system.l3cache.demandAccesses::total        116945621                       # number of demand (read+write) accesses (Count)
system.l3cache.overallAccesses::cpu.inst       537758                       # number of overall (read+write) accesses (Count)
system.l3cache.overallAccesses::cpu.data    116407863                       # number of overall (read+write) accesses (Count)
system.l3cache.overallAccesses::total       116945621                       # number of overall (read+write) accesses (Count)
system.l3cache.demandMissRate::cpu.inst      0.075439                       # miss rate for demand accesses (Ratio)
system.l3cache.demandMissRate::cpu.data      0.256899                       # miss rate for demand accesses (Ratio)
system.l3cache.demandMissRate::total         0.256065                       # miss rate for demand accesses (Ratio)
system.l3cache.overallMissRate::cpu.inst     0.075439                       # miss rate for overall accesses (Ratio)
system.l3cache.overallMissRate::cpu.data     0.256899                       # miss rate for overall accesses (Ratio)
system.l3cache.overallMissRate::total        0.256065                       # miss rate for overall accesses (Ratio)
system.l3cache.demandAvgMissLatency::cpu.inst 106293.655098                       # average overall miss latency in ticks ((Tick/Count))
system.l3cache.demandAvgMissLatency::cpu.data 114522.563401                       # average overall miss latency in ticks ((Tick/Count))
system.l3cache.demandAvgMissLatency::total 114511.415537                       # average overall miss latency in ticks ((Tick/Count))
system.l3cache.overallAvgMissLatency::cpu.inst 106293.655098                       # average overall miss latency ((Tick/Count))
system.l3cache.overallAvgMissLatency::cpu.data 114522.563401                       # average overall miss latency ((Tick/Count))
system.l3cache.overallAvgMissLatency::total 114511.415537                       # average overall miss latency ((Tick/Count))
system.l3cache.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.l3cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.l3cache.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.l3cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.l3cache.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l3cache.avgBlocked::no_targets             nan                       # average number of cycles each access was blocked ((Cycle/Count))
system.l3cache.writebacks::writebacks         7033506                       # number of writebacks (Count)
system.l3cache.writebacks::total              7033506                       # number of writebacks (Count)
system.l3cache.demandMshrMisses::cpu.inst        40568                       # number of demand (read+write) MSHR misses (Count)
system.l3cache.demandMshrMisses::cpu.data     29905110                       # number of demand (read+write) MSHR misses (Count)
system.l3cache.demandMshrMisses::total       29945678                       # number of demand (read+write) MSHR misses (Count)
system.l3cache.overallMshrMisses::cpu.inst        40568                       # number of overall MSHR misses (Count)
system.l3cache.overallMshrMisses::cpu.data     29905110                       # number of overall MSHR misses (Count)
system.l3cache.overallMshrMisses::total      29945678                       # number of overall MSHR misses (Count)
system.l3cache.demandMshrMissLatency::cpu.inst   3500781000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3cache.demandMshrMissLatency::cpu.data 2826707656000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3cache.demandMshrMissLatency::total 2830208437000                       # number of demand (read+write) MSHR miss ticks (Tick)
system.l3cache.overallMshrMissLatency::cpu.inst   3500781000                       # number of overall MSHR miss ticks (Tick)
system.l3cache.overallMshrMissLatency::cpu.data 2826707656000                       # number of overall MSHR miss ticks (Tick)
system.l3cache.overallMshrMissLatency::total 2830208437000                       # number of overall MSHR miss ticks (Tick)
