
---------- Begin Simulation Statistics ----------
simSeconds                                   1.064090                       # Number of seconds simulated (Second)
simTicks                                 1064089988000                       # Number of ticks simulated (Tick)
finalTick                                1064089988000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                  11217.84                       # Real time elapsed on the host (Second)
hostTickRate                                 94856972                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                     852988                       # Number of bytes of host memory used (Byte)
simInsts                                   1883773722                       # Number of instructions simulated (Count)
simOps                                     4140408055                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   167927                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     369091                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                          1000                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                       1064089989                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.564871                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               1.770314                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      4327009238                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     4770                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     4287657533                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                 507803                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            186605947                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         299701924                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                2856                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples          1063977092                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               4.029840                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              2.294082                       # Number of insts issued each cycle (Count)
system.l2cache.tags.ageTaskId_1024::3            2392                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ageTaskId_1024::4              37                       # Occupied blocks per task id, per block age (Count)
system.l2cache.tags.ratioOccsTaskId::1024            1                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.l2cache.tags.tagAccesses              25997507                       # Number of tag accesses (Count)
system.l2cache.tags.dataAccesses             25997507                       # Number of data accesses (Count)
system.l2cache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 1064089988000                       # Cumulative time (in ticks) in various power states (Tick)
system.l3bus.transDist::ReadResp                69634                       # Transaction distribution (Count)
system.l3bus.transDist::WritebackDirty        1113243                       # Transaction distribution (Count)
system.l3bus.transDist::CleanEvict               8611                       # Transaction distribution (Count)
system.l3bus.transDist::UpgradeReq               1485                       # Transaction distribution (Count)
system.l3bus.transDist::UpgradeResp              1485                       # Transaction distribution (Count)
system.l3bus.transDist::ReadExReq              590594                       # Transaction distribution (Count)
system.l3bus.transDist::ReadExResp             590594                       # Transaction distribution (Count)
system.l3bus.transDist::ReadSharedReq           69634                       # Transaction distribution (Count)
system.l3bus.pktCount_system.l2cache.mem_side_port::system.l3cache.cpu_side_port      1981810                       # Packet count per connected requestor and responder (Count)
system.l3bus.pktSize_system.l2cache.mem_side_port::system.l3cache.cpu_side_port     84086912                       # Cumulative packet size per connected requestor and responder (Byte)
system.l3bus.snoops                            463470                       # Total snoops (Count)
system.l3bus.snoopTraffic                    29415232                       # Total snoop traffic (Byte)
system.l3bus.snoopFanout::samples             1125183                       # Request fanout histogram (Count)
system.l3bus.snoopFanout::mean               0.002591                       # Request fanout histogram (Count)
system.l3bus.snoopFanout::stdev              0.050833                       # Request fanout histogram (Count)
system.l3bus.snoopFanout::underflows                0      0.00%      0.00% # Request fanout histogram (Count)
system.l3bus.snoopFanout::0                   1122268     99.74%     99.74% # Request fanout histogram (Count)
system.l3bus.snoopFanout::1                      2915      0.26%    100.00% # Request fanout histogram (Count)
system.l3bus.snoopFanout::overflows                 0      0.00%    100.00% # Request fanout histogram (Count)
system.l3bus.snoopFanout::min_value                 0                       # Request fanout histogram (Count)
system.l3bus.snoopFanout::max_value                 1                       # Request fanout histogram (Count)
system.l3bus.snoopFanout::total               1125183                       # Request fanout histogram (Count)
system.l3bus.power_state.pwrStateResidencyTicks::UNDEFINED 1064089988000                       # Cumulative time (in ticks) in various power states (Tick)
system.l3bus.reqLayer0.occupancy           2627357000                       # Layer occupancy (ticks) (Tick)
system.l3bus.reqLayer0.utilization                0.0                       # Layer utilization (Ratio)
system.l3bus.respLayer0.occupancy          1982169000                       # Layer occupancy (ticks) (Tick)
system.l3bus.respLayer0.utilization               0.0                       # Layer utilization (Ratio)
system.l3bus.snoop_filter.totRequests         1320097                       # Total number of requests made to the snoop filter. (Count)
system.l3bus.snoop_filter.hitSingleRequests       659874                       # Number of requests hitting in the snoop filter with a single holder of the requested data. (Count)
system.l3bus.snoop_filter.hitMultiRequests            0                       # Number of requests hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l3bus.snoop_filter.totSnoops              2915                       # Total number of snoops made to the snoop filter. (Count)
system.l3bus.snoop_filter.hitSingleSnoops         2915                       # Number of snoops hitting in the snoop filter with a single holder of the requested data. (Count)
system.l3bus.snoop_filter.hitMultiSnoops            0                       # Number of snoops hitting in the snoop filter with multiple (>1) holders of the requested data. (Count)
system.l3cache.demandHits::cpu.inst               561                       # number of demand (read+write) hits (Count)
system.l3cache.demandHits::cpu.data             67379                       # number of demand (read+write) hits (Count)
system.l3cache.demandHits::total                67940                       # number of demand (read+write) hits (Count)
system.l3cache.overallHits::cpu.inst              561                       # number of overall hits (Count)
system.l3cache.overallHits::cpu.data            67379                       # number of overall hits (Count)
system.l3cache.overallHits::total               67940                       # number of overall hits (Count)
system.l3cache.demandMisses::cpu.inst            1041                       # number of demand (read+write) misses (Count)
system.l3cache.demandMisses::cpu.data          567148                       # number of demand (read+write) misses (Count)
system.l3cache.demandMisses::total             568189                       # number of demand (read+write) misses (Count)
system.l3cache.overallMisses::cpu.inst           1041                       # number of overall misses (Count)
system.l3cache.overallMisses::cpu.data         567148                       # number of overall misses (Count)
system.l3cache.overallMisses::total            568189                       # number of overall misses (Count)
system.l3cache.demandMissLatency::cpu.inst    166224000                       # number of demand (read+write) miss ticks (Tick)
system.l3cache.demandMissLatency::cpu.data  58565876000                       # number of demand (read+write) miss ticks (Tick)
system.l3cache.demandMissLatency::total   58732100000                       # number of demand (read+write) miss ticks (Tick)
system.l3cache.overallMissLatency::cpu.inst    166224000                       # number of overall miss ticks (Tick)
system.l3cache.overallMissLatency::cpu.data  58565876000                       # number of overall miss ticks (Tick)
system.l3cache.overallMissLatency::total  58732100000                       # number of overall miss ticks (Tick)
system.l3cache.demandAccesses::cpu.inst          2204                       # number of demand (read+write) accesses (Count)
system.l3cache.demandAccesses::cpu.data        658024                       # number of demand (read+write) accesses (Count)
system.l3cache.demandAccesses::total           660228                       # number of demand (read+write) accesses (Count)
system.l3cache.overallAccesses::cpu.inst         2204                       # number of overall (read+write) accesses (Count)
system.l3cache.overallAccesses::cpu.data       658024                       # number of overall (read+write) accesses (Count)
system.l3cache.overallAccesses::total          660228                       # number of overall (read+write) accesses (Count)
system.l3cache.demandMissRate::cpu.inst      0.745463                       # miss rate for demand accesses (Ratio)
system.l3cache.demandMissRate::cpu.data      0.897604                       # miss rate for demand accesses (Ratio)
system.l3cache.demandMissRate::total         0.897096                       # miss rate for demand accesses (Ratio)
system.l3cache.overallMissRate::cpu.inst     0.745463                       # miss rate for overall accesses (Ratio)
system.l3cache.overallMissRate::cpu.data     0.897604                       # miss rate for overall accesses (Ratio)
system.l3cache.overallMissRate::total        0.897096                       # miss rate for overall accesses (Ratio)
system.l3cache.demandAvgMissLatency::cpu.inst 101171.028606                       # average overall miss latency in ticks ((Tick/Count))
system.l3cache.demandAvgMissLatency::cpu.data 99155.797476                       # average overall miss latency in ticks ((Tick/Count))
system.l3cache.demandAvgMissLatency::total 99161.387703                       # average overall miss latency in ticks ((Tick/Count))
system.l3cache.overallAvgMissLatency::cpu.inst 101171.028606                       # average overall miss latency ((Tick/Count))
system.l3cache.overallAvgMissLatency::cpu.data 99155.797476                       # average overall miss latency ((Tick/Count))
system.l3cache.overallAvgMissLatency::total 99161.387703                       # average overall miss latency ((Tick/Count))
system.l3cache.blockedCycles::no_mshrs              0                       # number of cycles access was blocked (Cycle)
system.l3cache.blockedCycles::no_targets            0                       # number of cycles access was blocked (Cycle)
system.l3cache.blockedCauses::no_mshrs              0                       # number of times access was blocked (Count)
system.l3cache.blockedCauses::no_targets            0                       # number of times access was blocked (Count)
system.l3cache.avgBlocked::no_mshrs               nan                       # average number of cycles each access was blocked ((Cycle/Count))
